RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
207,Luis Javier Suárez,co COL,"DL,CC",Almería,25-362,1997,8,8,690,7.7,4,0,4,3,1,1,1,0,5.3,4.5,0.4,4.9,25,14,37,0.52,0.00,0.52,0.39,0.39,0.70,0.05,0.74,0.59,0.64,Partidos
208,Frenkie de Jong,nl NED,"CC,DF",Barcelona,26-201,1997,7,7,575,6.4,1,0,1,1,0,0,3,0,0.5,0.5,0.5,0.9,29,65,12,0.16,0.00,0.16,0.16,0.16,0.07,0.08,0.15,0.07,0.15,Partidos
209,Joan Jordán,es ESP,CC,Sevilla,29-146,1994,3,3,254,2.8,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,0,22,1,0.00,0.00,0.00,0.00,0.00,0.02,0.01,0.04,0.02,0.04,Partidos
210,Willian José,br BRA,DL,Betis,32-006,1991,11,8,651,7.2,6,0,6,6,0,0,0,1,2.6,2.6,0.7,3.3,2,12,20,0.83,0.00,0.83,0.83,0.83,0.36,0.10,0.46,0.36,0.46,Partidos
211,Joselu,es ESP,DL,Real Madrid,33-247,1990,14,7,751,8.3,5,2,7,5,0,1,0,0,5.9,5.1,1.3,6.4,8,11,58,0.60,0.24,0.84,0.60,0.84,0.71,0.15,0.86,0.61,0.77,Partidos
212,Juanpe,es ESP,DF,Girona,32-213,1991,5,0,121,1.3,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,1,2,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
213,Vinicius Júnior,br BRA,DL,Real Madrid,23-140,2000,10,9,704,7.8,4,1,5,4,0,0,2,0,2.9,2.9,1.2,4.0,44,20,87,0.51,0.13,0.64,0.51,0.64,0.37,0.15,0.52,0.37,0.52,Partidos
214,Filip Jørgensen,dk DEN,PO,Villarreal,21-227,2002,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
215,Sory Kaba,gn GUI,DL,Las Palmas,28-124,1995,11,6,526,5.8,1,1,2,1,0,0,2,0,1.4,1.4,0.2,1.6,7,8,30,0.17,0.17,0.34,0.17,0.34,0.24,0.04,0.27,0.24,0.27,Partidos
216,Kaiky,br BRA,DF,Almería,19-321,2004,6,4,426,4.7,1,0,1,1,0,0,1,0,0.2,0.2,0.0,0.2,3,24,0,0.21,0.00,0.21,0.21,0.21,0.05,0.00,0.05,0.05,0.05,Partidos
217,Jon Karrikaburu,es ESP,"CC,DL",Alavés,21-071,2002,2,0,16,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
218,Ibrahima Kebe,ml MLI,CC,Girona,23-119,2000,2,0,9,0.1,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
219,Kiké,es ESP,DL,Alavés,34-004,1989,14,8,687,7.6,2,0,2,2,0,1,1,0,4.1,3.3,1.0,4.3,9,6,48,0.26,0.00,0.26,0.26,0.26,0.54,0.13,0.67,0.43,0.57,Partidos
220,Koke,es ESP,CC,Atlético Madrid,31-325,1992,10,10,682,7.6,0,2,2,0,0,0,2,0,0.3,0.3,1.2,1.5,11,69,11,0.00,0.26,0.26,0.00,0.26,0.04,0.16,0.20,0.04,0.20,Partidos
221,Ibrahima Koné,ml MLI,DL,Almería,24-166,1999,8,2,262,2.9,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,3,3,15,0.00,0.00,0.00,0.00,0.00,0.12,0.03,0.16,0.12,0.16,Partidos
222,Rominigue Kouamé,ml MLI,CC,Cádiz,26-347,1996,6,4,364,4.0,0,0,0,0,0,0,2,0,0.0,0.0,0.1,0.1,9,14,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.02,0.01,0.02,Partidos
223,Jules Koundé,fr FRA,DF,Barcelona,25-017,1998,11,10,845,9.4,1,1,2,1,0,0,0,0,1.1,1.1,0.5,1.6,19,66,5,0.11,0.11,0.21,0.11,0.21,0.12,0.06,0.18,0.12,0.18,Partidos
224,Toni Kroos,de GER,CC,Real Madrid,33-329,1990,14,8,803,8.9,1,4,5,1,0,0,2,0,1.0,1.0,2.1,3.1,10,93,12,0.11,0.45,0.56,0.11,0.56,0.11,0.24,0.35,0.11,0.35,Partidos
225,Takefusa Kubo,jp JPN,"DL,CC",Real Sociedad,22-178,2001,13,11,964,10.7,5,2,7,5,0,0,0,0,1.9,1.9,3.0,4.8,57,32,87,0.47,0.19,0.65,0.47,0.65,0.17,0.28,0.45,0.17,0.45,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
226,Luca de la Torre,us USA,CC,Celta Vigo,25-190,1998,12,10,868,9.6,0,2,2,0,0,0,3,1,0.7,0.7,1.0,1.7,35,44,32,0.00,0.21,0.21,0.00,0.21,0.07,0.10,0.18,0.07,0.18,Partidos
227,Érik Lamela,ar ARG,"DL,CC",Sevilla,31-270,1992,7,4,339,3.8,2,0,2,2,0,0,3,0,0.9,0.9,0.9,1.7,6,10,18,0.53,0.00,0.53,0.53,0.53,0.23,0.23,0.46,0.23,0.46,Partidos
228,Cyle Larin,ca CAN,"DL,CC",Mallorca,28-226,1995,12,3,443,4.9,0,0,0,0,0,0,2,0,2.8,2.8,0.2,2.9,5,4,18,0.00,0.00,0.00,0.00,0.00,0.56,0.04,0.60,0.56,0.60,Partidos
229,Juanmi Latasa,es ESP,DL,Getafe,22-251,2001,14,7,694,7.7,2,0,2,2,0,0,3,0,1.3,1.3,0.7,2.0,2,8,37,0.26,0.00,0.26,0.26,0.26,0.17,0.09,0.26,0.17,0.26,Partidos
230,Toni Lato,es ESP,DF,Mallorca,26-008,1997,9,6,543,6.0,0,1,1,0,0,0,1,0,0.0,0.0,0.7,0.8,8,3,33,0.00,0.17,0.17,0.00,0.17,0.01,0.12,0.13,0.01,0.13,Partidos
231,Lázaro,br BRA,"DL,CC",Almería,21-262,2002,8,2,192,2.1,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.5,3,2,20,0.00,0.00,0.00,0.00,0.00,0.23,0.03,0.26,0.23,0.26,Partidos
232,Robin Le Normand,es ESP,DF,Real Sociedad,27-018,1996,12,11,956,10.6,1,0,1,1,0,0,4,0,0.3,0.3,0.0,0.4,10,39,0,0.09,0.00,0.09,0.09,0.09,0.03,0.00,0.03,0.03,0.03,Partidos
233,Jeremías Ledesma,ar ARG,PO,Cádiz,30-289,1993,13,13,1158,12.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
234,Florian Lejeune,fr FRA,DF,Rayo Vallecano,32-193,1991,14,14,1257,14.0,0,1,1,0,0,0,4,0,1.0,1.0,0.3,1.3,3,44,4,0.00,0.07,0.07,0.00,0.07,0.07,0.02,0.09,0.07,0.09,Partidos
235,Iñigo Lekue,es ESP,DF,Athletic Club,30-209,1993,9,6,620,6.9,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.4,13,35,7,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Partidos
236,Thomas Lemar,fr FRA,CC,Atlético Madrid,28-017,1995,3,3,164,1.8,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,5,13,9,0.00,0.00,0.00,0.00,0.00,0.09,0.01,0.10,0.09,0.10,Partidos
237,Álvaro Lemos,es ESP,DF,Las Palmas,30-244,1993,3,2,194,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,6,15,7,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidos
238,Robert Lewandowski,pl POL,DL,Barcelona,35-100,1988,12,10,928,10.3,7,3,10,5,2,2,3,0,7.6,6.1,1.1,7.2,13,24,65,0.68,0.29,0.97,0.48,0.78,0.74,0.11,0.85,0.59,0.69,Partidos
239,Samuel Lino,br BRA,DF,Atlético Madrid,23-341,1999,9,5,474,5.3,2,2,4,2,0,0,1,0,1.0,1.0,2.2,3.2,33,12,46,0.38,0.38,0.76,0.38,0.76,0.19,0.42,0.61,0.19,0.61,Partidos
240,Javier Llabrés,es ESP,"CC,DL",Mallorca,21-079,2002,6,0,93,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,1,6,0.00,0.00,0.00,0.00,0.00,0.12,0.07,0.20,0.12,0.20,Partidos
241,Marcos Llorente,es ESP,"CC,DF",Atlético Madrid,28-303,1995,13,9,790,8.8,2,1,3,2,0,0,2,0,0.6,0.6,2.2,2.8,25,33,52,0.23,0.11,0.34,0.23,0.34,0.07,0.25,0.32,0.07,0.32,Partidos
242,Enzo Loiodice,fr FRA,CC,Las Palmas,23-002,2000,14,9,862,9.6,0,0,0,0,0,0,1,0,0.3,0.3,0.4,0.7,15,42,33,0.00,0.00,0.00,0.00,0.00,0.03,0.04,0.08,0.03,0.08,Partidos
243,David López,es ESP,"DF,CC",Girona,34-051,1989,11,11,913,10.1,2,0,2,2,0,0,3,0,1.3,1.3,0.1,1.4,10,25,1,0.20,0.00,0.20,0.20,0.20,0.12,0.01,0.14,0.12,0.14,Partidos
244,Diego López,es ESP,"DL,CC",Valencia,21-200,2002,14,12,1011,11.2,2,0,2,2,0,0,1,0,1.7,1.7,1.4,3.1,40,34,81,0.18,0.00,0.18,0.18,0.18,0.15,0.13,0.27,0.15,0.27,Partidos
245,Fermin López,es ESP,"CC,DL",Barcelona,20-202,2003,9,5,429,4.8,1,0,1,1,0,0,1,0,2.2,2.2,0.2,2.4,7,21,13,0.21,0.00,0.21,0.21,0.21,0.45,0.05,0.50,0.45,0.50,Partidos
246,Javi López,es ESP,"DF,CC",Alavés,21-332,2002,10,5,600,6.7,0,3,3,0,0,0,1,0,0.1,0.1,1.6,1.8,17,26,30,0.00,0.45,0.45,0.00,0.45,0.02,0.24,0.27,0.02,0.27,Partidos
247,Unai López,es ESP,CC,Rayo Vallecano,28-030,1995,12,10,711,7.9,1,2,3,1,0,0,3,0,0.4,0.4,1.2,1.6,10,25,9,0.13,0.25,0.38,0.13,0.38,0.05,0.15,0.20,0.05,0.20,Partidos
248,Dion Lopy,sn SEN,CC,Almería,21-300,2002,12,10,839,9.3,0,0,0,0,0,0,1,0,0.1,0.1,0.3,0.4,5,35,7,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Partidos
249,Anthony Lozano,hn HON,"CC,DL",Getafe,30-218,1993,5,0,81,0.9,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.2,0,1,5,0.00,0.00,0.00,0.00,0.00,0.17,0.00,0.17,0.17,0.17,Partidos
250,Lucas,br BRA,DF,Cádiz,22-250,2001,8,4,462,5.1,1,0,1,1,0,0,2,0,0.5,0.5,0.1,0.7,8,11,21,0.19,0.00,0.19,0.19,0.19,0.10,0.03,0.13,0.10,0.13,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
251,José Luis Gayà,es ESP,DF,Valencia,28-188,1995,12,12,938,10.4,1,0,1,1,0,0,1,0,0.4,0.4,1.3,1.8,31,30,48,0.10,0.00,0.10,0.10,0.10,0.04,0.13,0.17,0.04,0.17,Partidos
252,José Luis Morales,es ESP,"DL,CC",Villarreal,36-129,1987,9,3,387,4.3,3,0,3,3,0,0,0,0,2.6,2.6,0.0,2.7,10,5,24,0.70,0.00,0.70,0.70,0.70,0.61,0.01,0.62,0.61,0.62,Partidos
253,Dodi Lukebakio,be BEL,DL,Sevilla,26-066,1997,10,7,617,6.9,2,1,3,2,0,0,0,0,2.1,2.1,0.2,2.3,26,21,60,0.29,0.15,0.44,0.29,0.44,0.31,0.03,0.34,0.31,0.34,Partidos
254,Andriy Lunin,ua UKR,PO,Real Madrid,24-291,1999,4,4,360,4.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
255,Darwin Machís,ve VEN,CC,Cádiz,30-295,1993,11,7,546,6.1,3,0,3,2,1,1,0,1,1.3,0.6,0.6,1.1,15,13,34,0.49,0.00,0.49,0.33,0.33,0.22,0.09,0.31,0.09,0.18,Partidos
256,Pablo Maffeo,es ESP,DF,Mallorca,26-140,1997,10,7,616,6.8,0,0,0,0,0,0,1,1,0.5,0.5,0.3,0.7,23,16,29,0.00,0.00,0.00,0.00,0.00,0.06,0.04,0.10,0.06,0.10,Partidos
257,Nemanja Maksimović,rs SRB,CC,Getafe,28-307,1995,14,14,1254,13.9,1,0,1,1,0,0,2,0,2.5,2.5,0.5,3.0,8,28,14,0.07,0.00,0.07,0.07,0.07,0.18,0.03,0.21,0.18,0.21,Partidos
258,Giorgi Mamardashvili,ge GEO,PO,Valencia,23-061,2000,14,14,1260,14.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
259,Wilson Manafá,pt POR,DF,Granada,29-129,1994,3,2,177,2.0,0,0,0,0,0,0,1,0,0.0,0.0,0.3,0.3,5,4,5,0.00,0.00,0.00,0.00,0.00,0.00,0.15,0.15,0.00,0.15,Partidos
260,Aïssa Mandi,dz ALG,DF,Villarreal,32-038,1991,7,5,466,5.2,0,0,0,0,0,0,2,0,0.0,0.0,0.7,0.7,1,24,3,0.00,0.00,0.00,0.00,0.00,0.00,0.13,0.13,0.00,0.13,Partidos
261,Óscar de Marcos,es ESP,DF,Athletic Club,34-229,1989,12,12,1023,11.4,1,3,4,1,0,0,3,0,0.6,0.6,2.2,2.8,28,72,53,0.09,0.26,0.35,0.09,0.35,0.05,0.19,0.24,0.05,0.24,Partidos
262,José Mari,es ESP,"CC,DL",Cádiz,35-358,1987,3,0,14,0.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.18,0.18,0.00,0.18,Partidos
263,José María Giménez,uy URU,"DF,CC",Atlético Madrid,28-313,1995,8,3,369,4.1,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,0,7,1,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.06,0.05,0.06,Partidos
264,Mariano,do DOM,DL,Sevilla,30-120,1993,4,2,169,1.9,0,0,0,0,0,0,0,0,0.6,0.6,0.0,0.6,1,5,7,0.00,0.00,0.00,0.00,0.00,0.30,0.03,0.33,0.30,0.33,Partidos
265,Rafa Marín,es ESP,DF,Alavés,21-194,2002,11,7,637,7.1,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,2,24,2,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Partidos
266,Diego Mariño,es ESP,PO,Almería,33-204,1990,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
267,Mika Màrmol,es ESP,DF,Las Palmas,21-150,2002,12,12,1038,11.5,0,0,0,0,0,0,4,1,0.0,0.0,0.0,0.0,10,37,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
268,Roger Martí,es ESP,DL,Cádiz,32-330,1991,12,10,813,9.0,1,2,3,1,0,0,1,0,1.9,1.9,2.1,4.1,6,9,38,0.11,0.22,0.33,0.11,0.33,0.21,0.24,0.45,0.21,0.45,Partidos
269,Iván Martín,es ESP,"CC,DL",Girona,24-288,1999,13,12,962,10.7,3,0,3,3,0,0,3,0,1.9,1.9,0.5,2.5,33,43,42,0.28,0.00,0.28,0.28,0.28,0.18,0.05,0.23,0.18,0.23,Partidos
270,Arnau Martinez,es ESP,DF,Girona,20-218,2003,10,9,703,7.8,0,2,2,0,0,0,3,0,0.2,0.2,1.3,1.5,21,39,7,0.00,0.26,0.26,0.00,0.26,0.03,0.17,0.19,0.03,0.19,Partidos
271,Iñigo Martínez,es ESP,DF,Barcelona,32-196,1991,8,6,543,6.0,0,0,0,0,0,0,2,0,0.2,0.2,0.0,0.2,14,30,2,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidos
272,Marvin,es ESP,"DL,CC",Las Palmas,23-149,2000,10,4,475,5.3,0,1,1,0,0,0,1,0,0.4,0.4,0.7,1.1,12,5,57,0.00,0.19,0.19,0.00,0.19,0.08,0.14,0.22,0.08,0.22,Partidos
273,Omar Mascarell,es ESP,CC,Mallorca,30-300,1993,8,5,406,4.5,0,0,0,0,0,0,5,1,0.1,0.1,0.0,0.1,5,19,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidos
274,Jaime Mata,es ESP,"DL,CC",Getafe,35-036,1988,13,8,554,6.2,0,0,0,0,0,0,5,1,0.3,0.3,0.3,0.6,9,10,41,0.00,0.00,0.00,0.00,0.00,0.06,0.05,0.10,0.06,0.10,Partidos
275,Luís Maximiano,pt POR,PO,Almería,24-328,1999,11,11,990,11.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
276,Borja Mayoral,es ESP,DL,Getafe,26-238,1997,14,13,1080,12.0,8,1,9,6,2,2,2,0,6.3,4.7,0.6,5.4,16,33,53,0.67,0.08,0.75,0.50,0.58,0.53,0.05,0.58,0.40,0.45,Partidos
277,Mamadou Mbaye,sn SEN,DF,Cádiz,25-154,1998,1,0,56,0.6,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
278,Óscar Melendo,es ESP,"CC,DL",Granada,26-098,1997,12,10,756,8.4,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.5,16,28,17,0.00,0.00,0.00,0.00,0.00,0.02,0.04,0.06,0.02,0.06,Partidos
279,Gonzalo Melero,es ESP,"CC,DL",Almería,29-331,1994,13,7,626,7.0,0,1,1,0,0,0,2,0,0.6,0.6,0.7,1.3,14,26,20,0.00,0.14,0.14,0.00,0.14,0.09,0.10,0.19,0.09,0.19,Partidos
280,Memphis,nl NED,DL,Atlético Madrid,29-289,1994,5,2,148,1.6,2,0,2,2,0,0,0,0,2.4,2.4,0.2,2.6,5,3,12,1.22,0.00,1.22,1.22,1.22,1.44,0.13,1.57,1.44,1.57,Partidos
281,Houboulang Mendes,gw GNB,DF,Almería,25-209,1998,6,4,369,4.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,9,3,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
282,Tomás Mendes,es ESP,CC,Alavés,19-008,2004,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
283,Brais Méndez,es ESP,"CC,DL",Real Sociedad,26-326,1997,13,12,1084,12.0,2,3,5,2,0,0,5,0,1.4,1.4,1.3,2.6,22,60,60,0.17,0.25,0.42,0.17,0.42,0.11,0.11,0.22,0.11,0.22,Partidos
284,Diego Méndez,es ESP,CC,Rayo Vallecano,20-092,2003,1,0,5,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
285,Ferland Mendy,fr FRA,DF,Real Madrid,28-174,1995,7,6,498,5.5,0,0,0,0,0,0,2,0,0.0,0.0,0.4,0.4,7,23,23,0.00,0.00,0.00,0.00,0.00,0.01,0.07,0.07,0.01,0.07,Partidos
286,Jorge Meré,es ESP,DF,Cádiz,26-226,1997,6,4,328,3.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,4,0,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidos
287,Mikel Merino,es ESP,CC,Real Sociedad,27-160,1996,11,9,828,9.2,0,1,1,0,0,0,4,0,0.4,0.4,0.7,1.1,9,35,33,0.00,0.11,0.11,0.00,0.11,0.05,0.07,0.12,0.05,0.12,Partidos
288,Omenuke Mfulu,cd COD,CC,Las Palmas,29-254,1994,4,1,69,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
289,Miguel,es ESP,"DL,CC",Alavés,24-087,1999,3,1,65,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,0,3,0.00,0.00,0.00,0.00,0.00,0.13,0.00,0.13,0.13,0.13,Partidos
290,Éder Militão,br BRA,DF,Real Madrid,25-315,1998,1,1,49,0.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
291,Luis Milla,es ESP,CC,Getafe,29-053,1994,4,2,222,2.5,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,2,9,5,0.00,0.00,0.00,0.00,0.00,0.04,0.06,0.09,0.04,0.09,Partidos
292,Marko Milovanović,rs SRB,"DL,CC",Almería,20-117,2003,2,0,28,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
293,Óscar Mingueza,es ESP,"DF,CC",Celta Vigo,24-200,1999,14,13,1180,13.1,1,1,2,1,0,0,1,0,1.8,1.8,1.6,3.5,25,53,55,0.08,0.08,0.15,0.08,0.15,0.14,0.12,0.26,0.14,0.26,Partidos
294,Ignasi Miquel,es ESP,DF,Granada,31-062,1992,14,14,1215,13.5,0,1,1,0,0,0,3,0,0.6,0.6,0.9,1.4,4,37,3,0.00,0.07,0.07,0.00,0.07,0.04,0.07,0.11,0.04,0.11,Partidos
295,Rafa Mir,es ESP,"DL,CC",Sevilla,26-164,1997,9,2,193,2.1,1,0,1,1,0,0,1,0,0.6,0.6,0.3,0.9,3,2,12,0.47,0.00,0.47,0.47,0.47,0.30,0.14,0.44,0.30,0.44,Partidos
296,Juan Miranda,es ESP,DF,Betis,23-314,2000,10,9,738,8.2,0,1,1,0,0,0,3,0,0.7,0.7,1.0,1.7,16,40,36,0.00,0.12,0.12,0.00,0.12,0.09,0.12,0.21,0.09,0.21,Partidos
297,Stefan Mitrović,rs SRB,DF,Getafe,33-191,1990,9,9,677,7.5,1,0,1,1,0,0,3,0,0.1,0.1,0.3,0.4,3,18,1,0.13,0.00,0.13,0.13,0.13,0.01,0.04,0.06,0.01,0.06,Partidos
298,Luka Modrić,hr CRO,CC,Real Madrid,38-081,1985,12,5,508,5.6,0,2,2,0,0,0,1,0,0.4,0.4,2.2,2.6,13,59,27,0.00,0.35,0.35,0.00,0.35,0.07,0.39,0.46,0.07,0.46,Partidos
299,Johan Mojica,co COL,"DF,DL",Osasuna,31-100,1992,10,7,668,7.4,0,1,1,0,0,0,0,0,0.8,0.8,1.2,2.0,29,34,58,0.00,0.13,0.13,0.00,0.13,0.11,0.16,0.27,0.11,0.27,Partidos
300,Alberto Moleiro,es ESP,"CC,DL",Las Palmas,20-060,2003,5,2,233,2.6,1,1,2,1,0,0,0,0,0.3,0.3,0.1,0.3,12,8,34,0.39,0.39,0.77,0.39,0.77,0.10,0.02,0.12,0.10,0.12,Partidos
RL,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
301,Nahuel Molina,ar ARG,DF,Atlético Madrid,25-237,1998,10,8,708,7.9,2,1,3,2,0,0,0,0,0.7,0.7,1.1,1.9,14,24,56,0.25,0.13,0.38,0.25,0.38,0.09,0.14,0.24,0.09,0.24,Partidos
302,Jon Moncayola,es ESP,CC,Osasuna,25-200,1998,12,7,616,6.8,0,1,1,0,0,0,1,0,0.1,0.1,0.9,1.0,7,34,17,0.00,0.15,0.15,0.00,0.15,0.01,0.13,0.15,0.01,0.15,Partidos
303,César Montes,mx MEX,DF,Almería,26-278,1997,5,5,423,4.7,0,0,0,0,0,0,2,0,0.1,0.1,0.0,0.1,1,12,1,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidos
304,Álvaro Morata,es ESP,DL,Atlético Madrid,31-037,1992,12,10,899,10.0,7,1,8,7,0,0,3,1,5.9,5.9,0.4,6.2,7,13,34,0.70,0.10,0.80,0.70,0.80,0.59,0.04,0.62,0.59,0.62,Partidos
305,Alberto Moreno,es ESP,DF,Villarreal,31-147,1992,10,4,448,5.0,0,1,1,0,0,0,2,1,0.1,0.1,0.5,0.6,9,23,28,0.00,0.20,0.20,0.00,0.20,0.03,0.10,0.13,0.03,0.13,Partidos
306,Gerard Moreno,es ESP,"DL,CC",Villarreal,31-236,1992,12,11,895,9.9,8,2,10,6,2,2,0,0,4.6,3.0,2.9,5.9,21,60,68,0.80,0.20,1.01,0.60,0.80,0.46,0.29,0.75,0.30,0.59,Partidos
307,Manu Morlanes,es ESP,CC,Mallorca,24-321,1999,11,4,364,4.0,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.6,3,13,5,0.00,0.00,0.00,0.00,0.00,0.08,0.06,0.14,0.08,0.14,Partidos
308,Cristhian Mosquera,co COL,DF,Valencia,19-155,2004,12,9,915,10.2,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.4,8,28,3,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.04,0.03,0.04,Partidos
309,Abdul Mumin,gh GHA,DF,Rayo Vallecano,25-176,1998,6,5,434,4.8,1,0,1,1,0,0,1,1,0.0,0.0,0.0,0.0,2,15,2,0.21,0.00,0.21,0.21,0.21,0.00,0.00,0.00,0.00,0.00,Partidos
310,Iker Muniain,es ESP,"CC,DL",Athletic Club,30-345,1992,10,3,304,3.4,0,0,0,0,0,0,1,0,0.9,0.9,0.2,1.1,9,16,24,0.00,0.00,0.00,0.00,0.00,0.26,0.05,0.31,0.26,0.31,Partidos
